NoCreditHistory,AverageMInFile,ExternalRiskEstimate,NumTotalTrades,MSinceMostRecentDelq,Total_Debt_Burden,NumInqLast6M
0,62,78,36,55,3,1
0,69,73,0,10,86,2
0,142,72,23,55,157,3
0,63,57,25,9,134,3
0,99,64,29,4,98,1
0,84,77,26,55,104,2
0,156,79,16,55,24,5
0,71,59,15,2,60,0
0,72,66,18,23,76,2
0,58,73,25,55,130,4
0,62,80,16,55,2,2
0,91,64,40,22,147,2
0,48,65,23,23,84,1
0,77,66,44,26,158,0
0,138,88,23,76,93,4
0,32,65,16,2,120,2
0,45,70,17,11,15,0
0,123,82,11,55,20,0
0,79,89,12,55,89,0
0,74,69,47,55,112,7
0,87,69,13,37,174,0
0,80,76,32,55,71,0
0,62,84,19,55,11,1
0,60,79,37,55,12,4
0,53,63,18,18,144,4
0,127,74,2,31,0,2
0,45,68,32,24,109,1
0,57,84,10,55,87,0
0,83,76,7,40,95,2
0,99,81,14,55,42,0
0,151,75,13,26,0,0
0,82,66,22,24,100,3
0,113,58,17,4,71,0
0,86,58,53,3,84,1
0,106,62,7,6,67,0
0,125,69,17,6,109,0
0,102,79,29,34,9,2
0,75,81,27,55,99,1
0,50,68,4,55,87,0
0,79,54,37,3,78,2
0,81,78,32,55,67,1
0,47,74,67,55,0,1
0,132,90,15,55,3,0
0,53,69,24,55,149,0
0,18,65,10,55,106,5
0,81,71,42,65,91,4
0,42,55,20,2,162,0
0,62,73,15,55,83,2
0,77,82,29,55,98,1
0,97,88,33,55,7,2
0,82,67,2,55,66,1
0,35,36,12,0,170,1
0,126,86,2,55,12,0
0,83,84,34,55,6,0
0,81,70,33,55,126,2
0,109,67,4,3,105,3
0,76,85,17,55,32,2
0,56,75,22,55,83,1
0,158,84,10,75,0,0
0,36,65,19,50,146,2
0,88,56,39,4,92,2
0,26,72,4,55,54,1
0,62,68,37,58,157,2
0,92,64,50,55,134,5
0,86,52,19,2,107,2
0,44,68,39,55,88,2
0,17,61,1,55,103,1
0,60,75,0,29,1,1
0,68,59,1,55,0,0
0,70,76,65,55,101,1
0,58,57,24,10,126,2
0,48,74,2,55,97,3
0,104,69,13,55,44,0
0,110,81,31,14,12,0
0,71,71,33,83,141,0
0,32,76,15,55,107,1
0,62,67,22,6,69,2
0,60,69,18,41,66,3
0,57,80,9,66,99,0
0,25,70,4,55,198,0
0,127,88,23,55,4,0
1,0,0,0,0,0,0
0,61,65,22,2,90,1
0,54,59,17,0,77,0
0,114,66,26,5,51,0
0,109,77,77,22,29,0
0,117,69,14,55,13,0
0,70,56,0,2,127,6
0,81,70,22,27,77,2
0,41,75,9,55,121,5
0,113,78,30,29,42,2
0,141,89,15,55,7,0
0,76,66,24,20,52,3
0,105,73,21,21,60,0
0,35,60,16,35,179,4
0,107,66,17,3,69,1
0,110,73,15,32,16,2
0,93,80,19,55,31,0
0,64,79,4,55,33,0
0,32,83,9,55,62,3
0,51,66,22,26,108,6
0,122,83,17,55,24,0
0,57,70,14,6,24,0
0,74,59,25,2,171,0
0,90,66,31,24,151,3
0,58,68,16,16,115,0
0,74,78,27,55,30,1
0,69,63,48,55,38,2
0,111,55,20,1,39,0
0,52,65,14,44,71,0
0,41,82,10,55,13,1
0,79,69,20,13,78,2
0,72,68,39,8,72,0
1,0,0,0,0,0,0
0,75,74,34,55,50,0
0,77,87,31,55,106,4
0,36,74,16,36,73,1
0,67,76,28,55,76,0
1,0,0,0,0,0,0
0,84,75,26,55,58,2
0,81,65,56,5,92,9
0,95,67,17,3,67,0
0,103,92,0,55,0,1
0,62,78,24,55,109,0
0,34,69,9,44,94,3
0,84,59,21,22,66,1
0,84,65,38,41,63,4
0,217,87,4,55,33,0
0,100,67,40,55,108,6
0,52,62,17,3,96,5
0,70,80,20,55,62,1
0,94,87,24,55,0,0
0,125,84,15,55,29,1
1,0,0,0,0,0,0
0,47,62,13,55,168,1
0,114,53,26,0,161,1
0,103,89,13,55,0,0
0,83,64,10,55,92,0
0,56,55,40,4,145,0
0,14,73,8,55,54,1
0,71,73,29,25,86,0
0,43,74,23,33,122,1
0,60,66,16,51,56,3
0,104,67,9,3,74,0
0,33,73,7,29,5,2
0,27,69,4,55,97,0
0,59,77,43,55,3,3
0,185,83,20,54,69,1
0,60,60,32,21,154,1
0,83,67,15,20,175,0
0,80,80,33,55,45,3
0,51,66,3,4,105,2
0,78,83,17,55,26,1
0,112,76,43,55,106,1
0,40,75,50,55,55,5
0,119,88,14,55,17,2
1,0,0,0,0,0,0
0,76,83,26,55,97,1
0,75,79,24,70,49,0
0,36,83,8,55,7,0
0,60,65,28,55,156,3
0,74,80,11,55,109,0
0,30,73,20,55,95,5
0,130,75,28,78,136,5
0,38,61,22,55,113,1
0,79,64,19,17,181,1
0,134,79,5,55,67,1
0,136,89,28,55,4,0
1,0,0,0,0,0,0
0,82,83,35,55,53,0
0,158,85,0,55,32,0
0,92,57,15,4,122,2
0,142,71,19,55,77,0
0,68,81,28,40,2,2
0,66,58,25,5,100,0
0,25,63,31,55,190,1
0,103,83,13,77,7,0
0,74,61,37,4,97,1
0,112,77,14,0,131,1
0,94,76,32,55,83,0
0,72,85,28,0,40,1
0,57,58,27,55,172,4
1,0,0,0,0,0,0
0,96,61,27,44,130,2
0,38,64,18,55,152,8
0,35,83,11,55,2,0
0,66,72,53,22,103,1
0,59,82,17,55,0,0
0,52,72,23,19,119,0
0,49,60,32,16,108,4
0,98,85,23,33,101,1
0,40,83,15,55,8,1
0,81,89,12,55,97,3
0,42,66,10,55,143,5
0,116,77,19,55,34,0
0,110,88,28,55,77,0
0,117,76,35,40,72,1
0,115,59,26,3,103,1
0,101,88,11,55,0,0
0,79,87,44,55,73,0
0,77,70,29,55,153,3
0,23,63,3,55,110,0
0,71,56,22,4,145,2
0,52,63,28,29,115,0
0,63,78,40,55,66,0
0,75,77,21,55,36,1
0,58,54,21,4,123,0
0,68,63,8,4,44,1
0,81,61,24,9,104,1
0,8,56,29,55,117,13
0,16,63,8,55,89,0
0,77,78,9,55,21,0
0,95,71,21,7,122,0
0,67,55,17,2,104,4
0,86,85,22,55,0,0
0,87,70,21,4,10,0
0,73,74,32,6,105,0
0,76,60,38,4,29,1
0,67,79,5,55,86,1
0,114,83,29,55,36,1
0,94,62,52,2,73,3
1,0,0,0,0,0,0
0,97,85,0,55,22,1
0,62,76,33,13,9,0
0,123,89,25,55,5,0
0,172,77,18,55,32,0
0,47,73,34,6,81,9
0,123,85,21,55,8,0
0,99,85,24,55,94,1
0,79,86,25,55,2,2
0,68,65,21,20,35,1
1,0,0,0,0,0,0
0,81,84,20,55,17,1
0,62,83,28,55,17,4
0,88,68,19,2,9,1
0,83,57,14,3,193,0
1,0,0,0,0,0,0
0,66,58,31,1,47,1
0,30,59,25,55,130,3
0,49,70,49,55,124,2
0,61,56,21,3,114,1
0,124,75,23,55,57,0
0,58,79,30,55,74,1
0,121,72,15,4,88,0
0,93,64,22,7,163,3
0,86,90,12,55,0,4
0,27,72,3,2,21,0
0,115,77,31,55,97,3
0,94,79,18,55,105,0
0,107,60,12,78,1,6
0,64,72,30,67,154,1
0,85,59,37,3,116,7
0,41,63,20,55,158,2
0,81,86,6,55,30,0
0,49,75,19,55,157,1
0,103,74,15,55,16,1
0,137,89,20,55,10,1
0,97,74,14,28,25,0
0,43,82,17,55,113,0
0,50,75,19,55,104,6
0,149,91,11,55,0,0
0,106,81,6,55,35,0
0,28,68,15,37,31,1
0,48,69,15,20,29,1
0,91,57,35,1,147,0
0,81,60,18,1,6,0
0,65,68,17,55,131,6
0,72,90,6,55,1,0
0,38,69,12,55,108,0
0,102,71,0,55,114,4
0,69,66,18,16,123,3
0,36,74,15,55,180,0
0,55,81,19,55,24,1
0,97,86,12,64,43,2
0,64,81,49,55,71,1
0,107,86,43,55,89,0
0,75,72,13,4,85,2
0,48,60,34,7,195,1
0,118,80,27,55,42,0
0,24,62,9,33,92,2
0,95,62,38,1,90,0
0,113,73,30,55,118,0
0,43,81,9,55,94,0
0,70,61,19,9,12,3
0,86,81,3,55,110,1
0,29,64,5,55,176,3
0,147,65,15,5,30,1
0,67,68,20,6,140,3
0,68,70,21,23,67,3
1,0,0,0,0,0,0
0,87,88,15,55,98,1
0,89,86,18,55,20,0
0,72,77,30,52,105,2
0,52,64,22,9,135,0
0,115,60,42,3,98,2
0,54,54,19,4,103,0
0,77,64,21,55,93,6
1,0,0,0,0,0,0
0,62,71,34,10,75,0
0,62,76,13,55,55,0
0,102,88,22,55,5,0
1,0,0,0,0,0,0
0,13,68,1,55,0,1
0,97,69,13,55,40,13
0,127,68,13,55,61,3
0,93,74,52,17,118,3
0,102,79,10,54,1,0
0,89,55,21,0,51,2
0,64,70,14,29,137,0
0,76,73,30,55,140,1
0,50,82,14,30,85,1
0,149,73,8,55,100,0
0,80,58,21,6,133,0
0,64,57,35,6,140,2
0,83,75,39,20,13,5
0,85,87,44,55,7,0
0,52,70,19,55,174,11
0,60,64,29,3,116,0
0,114,89,14,55,89,0
0,37,71,0,55,0,1
0,60,72,23,30,148,4
0,100,83,67,24,68,1
0,26,73,17,55,28,1
0,44,79,26,60,5,0
0,106,85,4,55,37,0
0,16,65,9,55,171,0
0,88,64,10,18,122,0
0,90,87,15,55,3,1
0,105,71,9,11,51,0
0,60,82,44,55,2,4
0,102,90,13,55,0,0
0,63,72,49,55,117,4
0,48,68,21,0,139,0
0,35,72,2,55,0,0
0,33,68,27,55,144,3
0,86,66,28,59,95,0
0,89,70,9,55,100,0
0,78,67,50,0,66,2
0,107,84,14,55,117,1
0,72,70,18,38,88,3
0,104,90,12,55,0,0
0,140,86,26,40,27,0
0,60,72,23,41,105,1
0,69,72,31,0,57,2
0,74,59,14,9,100,0
0,75,89,14,55,3,0
0,103,82,32,55,2,1
0,81,69,8,8,58,1
0,100,79,34,36,16,0
0,101,81,13,24,20,0
0,80,73,12,55,119,3
0,187,89,16,55,16,0
0,128,80,36,55,93,1
0,18,61,7,55,92,0
0,74,63,46,55,105,0
0,66,78,30,55,35,0
0,70,81,33,21,2,1
0,82,87,33,55,69,0
0,48,72,15,72,142,3
0,45,58,9,0,81,1
0,38,80,30,55,16,2
0,94,66,26,45,147,0
0,68,76,35,10,13,3
0,86,72,17,12,1,0
0,102,75,32,55,134,1
0,89,88,12,55,42,0
1,0,0,0,0,0,0
0,95,61,28,7,135,1
0,79,73,27,10,87,2
0,125,85,18,55,105,1
0,56,67,40,72,79,3
0,78,59,0,1,133,2
0,76,72,50,9,37,1
0,75,88,29,55,47,2
0,25,61,23,10,117,3
0,92,75,22,55,179,0
0,69,74,27,55,128,0
0,36,79,21,48,97,3
0,69,66,23,9,114,1
0,74,71,30,4,94,2
0,107,63,31,36,136,3
0,68,71,13,27,179,0
0,109,64,36,59,129,3
1,0,0,0,0,0,0
0,53,60,16,5,79,0
0,137,82,20,25,2,2
0,101,83,32,0,63,0
0,164,72,35,55,108,1
0,67,76,19,31,111,0
0,7,66,2,55,48,3
0,73,59,2,7,41,5
0,36,67,19,55,92,4
0,98,56,28,12,42,5
0,74,68,28,5,104,2
0,90,90,15,55,2,0
0,84,75,26,11,78,0
0,29,57,7,12,155,0
0,95,88,15,55,3,0
0,78,75,31,55,104,0
0,70,72,25,14,15,0
0,88,60,27,5,141,3
0,145,65,45,19,129,2
0,65,56,7,2,142,2
0,87,54,27,0,30,1
0,47,65,23,8,128,3
0,91,68,26,52,132,2
0,60,61,8,24,38,0
0,85,77,57,55,117,1
0,54,63,24,47,127,1
0,137,87,2,55,18,0
0,25,56,8,2,175,0
0,63,65,30,25,62,0
1,0,0,0,0,0,0
0,55,75,10,55,42,1
0,56,64,0,5,61,1
0,54,75,24,55,36,1
0,51,66,18,8,135,0
0,181,88,12,36,98,0
1,0,0,0,0,0,0
0,48,67,3,27,0,0
0,98,63,4,55,100,0
0,26,60,20,44,30,2
0,76,68,42,48,115,2
0,98,70,2,3,103,2
0,31,62,9,59,105,3
0,76,79,29,55,46,2
0,76,78,56,35,13,2
0,110,83,22,16,97,0
0,99,68,34,29,150,1
0,87,61,18,14,155,7
0,64,86,66,55,42,0
0,24,60,24,55,60,4
0,57,66,37,55,119,4
0,63,75,44,55,83,2
0,106,80,26,14,31,0
0,42,68,12,20,83,2
0,164,88,19,55,3,1
0,72,80,23,55,109,1
0,66,75,26,55,93,2
0,108,76,15,1,2,0
0,31,70,4,55,143,1
0,80,84,19,55,1,1
0,68,64,42,4,77,0
0,61,61,26,69,142,2
0,74,82,26,55,96,0
0,73,88,16,55,6,0
0,97,84,25,45,0,0
0,65,86,47,55,2,1
0,11,66,2,55,99,1
0,23,62,6,12,117,0
0,53,71,14,37,77,1
1,0,0,0,0,0,0
0,89,72,37,55,31,0
0,86,75,41,0,128,0
0,122,88,20,55,1,1
0,66,69,36,55,95,1
0,152,91,9,55,3,0
0,217,82,27,22,5,0
0,87,86,18,55,8,0
0,50,69,26,55,91,1
0,90,89,26,55,38,0
0,58,70,36,27,124,0
0,81,82,28,55,12,1
0,32,71,20,0,122,1
0,84,77,15,55,111,1
0,159,90,37,55,0,0
0,33,73,7,55,71,1
1,0,0,0,0,0,0
0,87,89,27,55,11,1
0,50,70,2,55,92,3
1,0,0,0,0,0,0
0,82,86,5,55,99,1
0,94,79,17,55,28,0
0,104,82,7,55,123,0
0,120,87,12,55,41,0
0,80,56,18,6,191,0
0,76,71,45,11,89,0
0,75,82,19,74,96,5
0,69,77,42,55,103,3
0,82,83,13,75,89,0
0,86,61,10,11,149,1
1,0,0,0,0,0,0
0,66,84,43,55,65,4
0,52,56,11,19,158,4
0,76,80,15,32,61,0
0,89,75,12,55,148,2
0,102,73,38,55,137,2
0,74,84,34,55,89,2
0,81,80,31,55,109,0
0,82,67,38,0,1,0
0,34,78,24,55,6,0
0,91,67,53,0,51,0
0,39,71,25,54,126,3
0,74,59,3,11,0,0
0,100,72,26,8,33,0
0,181,57,12,4,137,3
0,28,56,8,41,89,2
0,62,70,29,1,78,1
0,81,71,46,0,119,0
0,71,85,32,55,1,4
0,45,73,10,55,139,1
0,82,84,37,55,4,1
0,48,73,9,55,56,2
0,78,67,13,1,115,1
0,122,59,33,8,102,0
0,95,77,45,68,103,3
0,81,70,66,24,124,6
0,78,60,20,2,61,1
0,63,72,17,55,52,2
0,145,56,18,1,32,1
0,86,57,27,2,163,1
0,73,57,35,1,81,1
0,56,73,4,55,164,1
1,0,0,0,0,0,0
0,53,73,26,55,85,6
0,25,65,22,55,36,5
0,181,83,25,72,84,0
0,38,64,12,41,132,1
0,67,63,17,15,89,4
0,67,74,21,22,34,0
0,82,69,48,55,79,2
0,75,66,46,55,181,1
0,86,56,15,4,118,0
0,31,61,21,55,154,0
0,72,70,47,55,122,1
0,46,71,22,8,34,1
0,90,77,20,55,38,0
0,93,81,24,73,3,0
0,86,82,31,39,77,2
0,66,84,13,55,14,0
0,71,81,37,42,95,1
0,75,82,37,55,7,5
0,79,87,22,55,10,0
0,18,57,9,16,22,0
0,41,63,18,55,117,1
0,4,65,6,55,99,9
0,63,71,28,0,138,1
0,62,66,57,14,101,1
0,95,69,51,50,34,2
0,113,72,17,55,75,0
0,67,81,33,55,106,0
0,57,73,11,55,56,0
0,74,83,28,55,96,0
0,64,75,7,6,84,0
0,84,69,31,55,122,3
0,82,81,52,55,65,3
0,84,66,7,1,191,0
0,102,90,14,55,4,0
0,53,63,32,2,100,1
0,39,55,22,6,110,3
0,86,71,15,55,124,2
0,101,65,39,4,101,0
0,71,86,34,55,93,1
0,18,66,10,55,135,1
0,138,69,0,23,78,4
0,29,55,13,2,126,0
0,119,57,19,1,12,2
0,89,76,32,55,100,1
0,121,79,51,55,36,1
0,7,60,3,55,18,3
0,99,60,16,7,42,0
0,68,81,43,55,122,6
0,52,85,26,55,105,1
0,55,61,6,3,88,0
0,39,66,19,2,54,3
0,102,83,33,52,22,1
0,83,58,26,2,167,0
0,58,60,10,1,98,0
0,35,79,7,19,99,2
0,151,87,25,55,49,2
0,21,67,8,55,57,1
0,72,61,32,7,78,1
0,45,67,17,23,77,3
0,65,76,29,55,81,4
0,9,65,9,55,121,1
0,80,76,68,55,71,1
0,31,72,13,55,29,0
0,35,60,27,1,136,4
1,0,0,0,0,0,0
0,71,86,20,55,2,4
0,82,81,13,55,76,0
0,48,70,20,55,113,3
0,46,74,9,55,65,0
0,61,60,27,41,188,0
0,131,71,16,22,24,1
0,92,87,26,55,0,1
0,114,76,3,55,94,0
1,0,0,0,0,0,0
0,45,70,38,8,60,2
0,22,75,5,55,53,1
0,56,78,15,0,57,0
0,96,75,12,2,6,8
0,86,63,14,35,123,2
0,49,73,25,55,146,1
0,59,71,20,55,161,0
0,52,58,13,14,145,1
0,88,82,9,55,0,0
0,42,60,14,17,56,2
0,64,77,27,55,84,1
0,81,58,18,9,176,3
0,151,58,44,1,75,1
0,64,79,16,55,64,2
0,173,67,47,6,100,3
0,31,70,28,55,122,12
0,161,91,9,55,9,0
0,63,54,11,2,127,0
0,93,78,41,59,53,0
0,62,76,20,55,111,0
0,49,70,21,55,130,5
0,9,73,3,55,15,8
0,82,70,16,17,80,0
0,95,86,13,55,22,0
0,57,76,6,14,30,0
0,37,57,16,31,183,1
0,95,56,44,0,105,1
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,71,68,34,1,109,4
0,46,73,45,55,56,5
0,173,87,27,55,2,0
0,37,73,13,55,90,0
0,51,63,26,55,182,1
0,116,71,64,4,96,2
0,73,85,33,55,17,1
0,69,78,17,15,80,0
0,43,66,11,55,153,3
0,153,91,12,55,4,0
0,20,56,18,55,128,3
0,94,72,23,55,107,1
0,78,81,25,0,108,0
0,23,54,16,1,163,0
0,79,80,30,55,99,3
0,85,61,15,7,140,0
0,75,50,7,14,169,5
1,0,0,0,0,0,0
0,78,65,35,21,89,4
0,68,79,30,55,94,4
1,0,0,0,0,0,0
0,104,70,38,55,142,3
1,0,0,0,0,0,0
1,0,0,0,0,0,0
0,125,86,18,27,70,0
0,108,86,29,55,78,0
0,70,51,21,2,135,0
0,67,81,24,55,97,1
0,54,76,15,55,85,4
0,98,68,3,66,0,0
0,97,86,18,55,24,0
0,112,81,22,0,24,0
0,124,64,19,2,27,4
0,161,71,5,18,63,1
0,60,62,54,55,170,1
0,121,77,24,55,135,3
0,30,58,16,25,172,4
0,9,72,2,55,17,0
0,106,82,10,55,65,0
0,97,77,13,46,29,3
0,59,74,28,30,103,3
0,149,84,46,55,103,0
0,93,64,27,55,150,3
0,9,67,5,55,125,2
0,38,64,8,33,129,1
0,70,58,17,4,127,2
0,41,68,21,55,141,1
0,57,69,14,30,172,1
0,128,83,12,55,107,0
0,103,90,6,55,3,0
0,101,79,20,70,54,0
0,81,76,15,55,54,0
0,79,59,37,9,73,2
0,38,63,5,15,150,3
0,47,59,22,3,160,1
0,40,80,1,55,27,0
0,66,74,43,12,113,0
0,72,84,16,55,8,1
0,82,84,34,55,23,2
0,93,63,15,7,107,1
1,0,0,0,0,0,0
0,108,66,33,2,54,0
0,66,66,26,44,42,2
0,154,92,18,55,3,0
0,76,84,31,55,18,0
0,126,82,27,53,90,1
0,43,80,14,55,30,2
0,135,83,16,55,101,0
0,112,88,22,18,3,0
0,62,56,33,10,115,2
0,64,73,34,55,99,2
1,0,0,0,0,0,0
0,91,82,27,55,53,0
0,107,75,24,29,15,2
0,125,85,49,34,74,1
0,36,72,7,55,108,1
0,43,70,17,55,36,3
0,98,72,36,9,114,2
0,114,79,18,55,86,1
0,61,62,12,18,50,2
0,64,75,36,9,77,0
0,67,60,20,2,117,2
0,103,85,29,55,16,2
0,91,74,14,35,36,0
0,74,64,43,23,113,1
0,85,68,24,10,83,1
0,33,59,31,11,144,0
0,57,47,1,2,93,2
0,81,64,30,3,135,0
0,74,65,5,3,44,1
0,90,81,19,55,17,1
0,112,79,22,55,25,0
0,146,84,31,56,64,2
0,101,65,7,9,140,1
0,123,65,20,63,151,3
0,97,86,16,55,9,0
0,61,66,46,59,121,1
0,108,89,3,55,0,1
0,94,63,32,1,112,2
0,103,70,0,55,159,0
0,118,74,15,5,6,0
0,39,59,6,57,99,0
0,24,83,6,55,44,0
0,58,70,14,55,2,4
0,101,61,18,6,60,4
0,18,73,20,55,118,0
0,93,56,36,2,133,2
0,121,65,9,5,34,1
0,8,65,3,55,170,0
0,223,59,8,16,52,0
0,84,76,9,55,110,5
0,55,76,28,55,156,1
0,44,80,12,55,82,0
0,43,63,21,55,132,1
0,55,69,14,29,73,0
0,25,71,9,55,1,1
0,73,87,45,0,50,0
0,40,63,2,22,0,4
0,43,59,11,26,112,7
0,75,72,42,55,35,2
0,106,75,15,26,100,0
0,100,56,42,15,94,4
0,81,73,29,55,109,4
0,49,65,15,7,42,4
0,98,90,13,55,8,0
0,61,63,13,11,57,0
0,64,64,20,10,93,1
0,70,61,27,4,99,0
0,95,69,46,38,67,1
0,49,65,22,14,52,0
0,92,73,17,32,92,5
0,108,82,46,55,103,1
0,79,75,53,55,38,3
0,66,84,22,55,96,10
0,105,68,25,11,82,1
0,84,69,20,13,111,2
0,119,49,9,1,114,0
0,77,65,33,30,65,0
0,93,55,21,1,172,0
0,174,77,26,55,68,0
0,109,87,17,55,3,1
0,73,83,17,55,20,0
1,0,0,0,0,0,0
0,79,75,43,42,25,2
0,96,82,16,25,96,0
0,89,59,24,10,126,0
0,57,73,21,55,60,0
0,74,60,19,4,88,3
0,82,58,15,21,49,2
0,81,67,19,55,155,0
0,77,86,25,55,9,0
0,87,88,40,55,0,1
0,71,89,29,55,15,0
0,51,65,29,69,158,0
1,0,0,0,0,0,0
0,67,65,27,4,125,0
0,118,84,20,14,12,1
0,92,67,32,45,60,0
0,118,66,42,21,155,0
0,67,80,36,55,104,0
0,75,59,82,6,179,2
0,92,88,12,55,83,0
0,130,63,27,0,111,3
0,34,80,5,55,134,4
0,57,80,27,55,86,3
1,0,0,0,0,0,0
0,117,71,29,63,122,0
0,73,57,24,2,136,4
0,55,79,22,55,98,0
0,43,55,43,12,92,12
0,168,82,20,55,16,0
0,75,80,20,55,124,1
1,0,0,0,0,0,0
0,85,76,33,55,96,1
0,42,71,39,55,59,0
0,49,70,20,55,104,3
0,87,56,12,1,60,0
0,84,82,27,22,51,2
0,37,63,15,77,74,0
1,0,0,0,0,0,0
0,68,77,39,55,111,1
0,60,61,15,42,138,3
1,0,0,0,0,0,0
0,52,75,24,20,60,2
0,91,80,17,55,109,0
0,80,68,26,28,128,5
0,97,74,21,5,79,2
0,61,55,24,13,54,2
0,58,60,23,5,51,2
0,47,72,19,55,96,7
0,79,74,25,55,140,1
0,86,64,20,7,91,1
0,75,86,25,55,80,3
0,102,79,26,55,97,4
0,72,67,17,55,175,4
0,73,59,8,17,134,0
1,0,0,0,0,0,0
0,94,70,12,36,58,1
0,18,54,4,55,94,0
0,57,60,36,1,125,1
0,108,89,30,55,76,1
0,66,70,33,49,165,2
0,86,81,41,59,70,0
0,77,74,28,55,26,0
0,79,67,21,4,75,0
0,79,85,33,39,7,0
1,0,0,0,0,0,0
0,65,67,14,55,124,1
0,63,75,19,10,15,0
0,55,71,38,50,108,0
0,50,57,19,9,128,4
0,71,73,14,37,14,1
0,106,73,22,0,132,0
0,109,86,7,55,4,0
0,59,74,7,7,104,6
0,74,68,11,33,110,1
0,76,73,14,9,14,5
0,99,78,33,24,96,0
0,91,79,21,55,108,0
0,80,61,31,19,132,6
0,137,59,39,2,125,2
0,98,69,38,1,116,0
0,65,87,8,55,104,0
0,43,69,15,23,140,0
1,0,0,0,0,0,0
0,53,65,36,11,15,0
0,68,62,9,16,55,0
0,22,56,17,8,174,1
0,31,72,7,9,19,3
0,77,74,14,4,81,0
0,30,63,10,55,158,0
0,87,74,17,12,25,3
0,85,81,21,16,6,1
0,52,79,77,55,73,2
0,75,71,28,55,57,0
0,118,61,34,22,175,0
0,90,65,14,27,43,4
0,215,87,2,55,73,0
0,72,74,43,55,63,1
0,76,64,11,10,142,0
0,77,84,32,55,108,2
0,33,66,16,2,64,1
0,83,70,31,0,132,0
0,95,81,13,55,39,0
0,39,73,26,14,111,2
0,43,64,8,55,165,4
0,80,85,16,55,19,0
0,108,77,9,72,130,1
0,76,65,30,12,100,2
0,58,82,17,55,110,2
0,66,68,32,20,120,0
0,59,73,22,55,110,0
0,96,61,19,3,78,0
0,16,72,6,55,129,0
0,203,89,15,55,1,0
0,68,62,28,1,52,2
0,50,59,16,10,130,1
0,49,66,16,33,161,0
0,86,60,31,1,94,1
1,0,0,0,0,0,0
0,61,83,27,55,78,2
0,63,65,16,1,98,4
0,42,70,8,55,95,0
0,102,91,19,55,4,1
0,91,63,31,3,117,0
0,76,74,35,38,55,2
1,0,0,0,0,0,0
0,73,65,22,34,177,1
0,76,64,26,9,146,0
0,88,69,32,55,125,2
0,32,73,10,55,55,0
0,106,86,12,55,18,0
0,68,66,7,79,111,1
0,129,80,27,46,33,3
0,69,69,63,31,140,5
0,24,75,0,55,3,0
1,0,0,0,0,0,0
0,65,59,17,20,162,1
1,0,0,0,0,0,0
0,40,58,43,55,155,2
0,49,65,25,0,112,2
0,73,73,44,31,121,8
0,78,68,47,55,84,7
0,39,70,12,16,86,1
0,98,90,8,55,90,0
0,138,79,46,14,93,2
0,87,67,29,13,133,1
0,61,63,10,17,123,2
1,0,0,0,0,0,0
0,66,68,15,15,104,0
0,57,80,25,55,106,0
0,38,62,15,36,77,0
0,76,74,16,74,154,3
0,72,59,33,4,119,1
0,94,76,22,61,173,0
0,121,89,3,55,25,0
0,67,62,30,5,100,2
0,99,67,20,55,83,4
0,64,69,32,12,143,8
0,73,58,23,4,93,2
0,76,69,11,49,66,0
0,153,83,16,19,45,1
0,65,71,19,55,59,0
0,118,85,1,55,29,1
0,100,65,14,6,158,1
0,28,63,16,55,47,10
0,64,70,28,55,150,0
0,61,73,24,8,46,1
0,99,58,39,55,136,2
0,92,74,28,55,112,2
0,115,56,27,1,154,0
0,95,71,28,13,145,0
0,78,67,27,55,181,4
0,66,74,30,3,88,3
0,109,77,23,55,131,0
0,122,91,34,55,2,0
0,69,72,48,8,97,0
0,68,63,45,25,156,0
0,101,73,25,12,118,2
0,53,60,4,7,0,6
0,71,51,35,1,145,4
0,68,68,26,55,162,2
0,117,75,6,13,14,1
0,44,64,22,55,135,1
0,114,66,26,8,40,0
0,50,81,9,55,23,0
0,110,77,10,14,134,1
0,62,69,20,55,109,0
0,87,74,29,55,113,0
0,110,87,31,55,4,0
0,120,61,30,3,41,2
0,45,64,20,55,84,2
0,78,62,58,55,129,2
0,77,72,23,9,76,4
0,40,60,10,7,139,1
0,79,75,7,25,59,5
0,93,89,22,55,75,0
0,64,56,12,2,70,0
0,61,64,14,42,189,5
0,122,80,11,8,1,0
0,80,78,12,55,31,1
0,156,88,29,55,10,0
0,63,78,22,60,116,2
0,107,83,17,66,0,1
0,75,81,45,55,129,0
0,131,91,26,55,5,0
0,129,73,29,42,33,3
0,108,73,29,8,15,0
0,92,62,53,10,83,3
0,67,82,4,55,14,0
0,89,64,41,7,100,8
0,82,83,46,55,34,0
0,68,86,36,55,100,1
0,40,62,14,9,155,0
0,27,76,7,55,30,1
0,103,64,20,2,176,1
0,79,71,7,15,41,0
0,106,50,22,1,79,2
0,123,63,43,1,90,5
0,35,78,14,55,110,1
1,0,0,0,0,0,0
0,81,76,19,55,33,1
0,55,64,16,7,126,0
0,58,84,9,55,27,0
0,102,72,26,14,75,0
0,81,59,17,5,75,2
0,64,68,42,55,138,2
0,161,92,33,55,0,0
0,45,86,0,55,4,0
0,73,68,22,5,4,2
0,55,76,16,55,116,0
0,55,69,32,43,109,1
1,0,0,0,0,0,0
0,54,57,10,10,73,4
1,0,0,0,0,0,0
0,71,73,23,55,136,2
0,133,88,10,55,2,1
